1;23704
2;12247
3;8428
4;6420
5;5215
6;4477
7;3950
8;3555
9;3292
10;3042
11;2873
12;2732
13;2613
14;2511
15;2554
16;2567
17;2486
18;2436
19;2391
20;2330
21;2295
22;2280
23;2250
24;2518
25;2575
26;2537
27;2516
28;2483
29;2465
30;2449
31;2434
32;2481
33;2514
34;2498
35;2494
36;2480
37;2477
38;2474
39;2623
40;2617
41;2601
42;2596
43;2600
44;2603
45;2598
46;2593
47;2597
48;2600
49;2612
50;2615
51;2626
52;2628
53;2601
54;2582
55;2557
56;2532
57;2509
58;2486
59;2464
60;2449
61;2435
62;2415
63;2401
64;2382
65;2370
66;2358
67;2346
68;2335
69;2324
70;2313
71;2303
72;2310
73;2300
74;2290
75;2286
76;2282
77;2272
78;2264
79;2290
80;2286
81;2282
82;2278
83;2275
84;2271
85;2263
86;2255
87;2252
88;2249
89;2241
90;2238
91;2231
92;2228
93;2225
94;2223
95;2220
96;2218
97;2215
98;2209
99;2210
100;2208
101;2206
102;2207
103;2205
104;2203
105;2208
106;2210
107;2211
108;2213
109;2214
110;2215
111;2220
112;2218
113;2216
114;2214
115;2215
116;2217
117;2218
118;2219
119;2217
120;2215
121;2216
122;2218
123;2216
124;2217
125;2218
126;2219
127;2221
128;2222
129;2229
130;2239
131;2243
132;2253
133;2263
134;2270
135;2270
136;2274
137;2283
138;2298
139;2310
140;2316
141;2328
142;2331
143;2334
144;2342
145;2356
146;2362
147;2373
148;2381
149;2391
150;2404
151;2417
152;2432
153;2440
154;2447
155;2457
156;2464
157;2466
158;2470
159;2474
160;2476
161;2478
162;2485
163;2484
164;2486
165;2487
166;2489
167;2488
168;2490
169;2491
170;2502
171;2506
172;2508
173;2509
174;2511
175;2512
176;2514
177;2515
178;2516
179;2518
180;2519
181;2523
182;2574
183;2586
184;2587
185;2588
186;2589
187;2598
188;2609
189;2621
190;2632
191;2645
192;2662
193;2679
194;2692
195;2704
196;2715
197;2727
198;2737
199;2751
200;2765
201;2779
202;2792
203;2812
204;2831
205;2842
206;2855
207;2870
208;2883
209;2894
210;2908
211;2920
212;2933
213;2943
214;2955
215;2965
216;2975
217;2985
218;2993
219;3007
220;3018
221;3030
222;3041
223;3059
224;3072
225;3086
226;3099
227;3113
228;3125
229;3139
230;3153
231;3165
232;3179
233;3192
234;3207
235;3221
236;3234
237;3253
238;3266
239;3279
240;3290
241;3301
242;3315
243;3332
244;3351
245;3344
246;3337
247;3331
248;3324
249;3317
250;3310
251;3308
252;3301
253;3296
254;3289
255;3282
256;3276
257;3271
258;3264
259;3258
260;3251
261;3248
262;3249
263;3243
264;3236
265;3232
266;3225
267;3216
268;3209
269;3201
270;3194
271;3186
272;3177
273;3170
274;3163
275;3156
276;3149
277;3141
278;3133
279;3126
280;3119
281;3112
282;3105
283;3099
284;3092
285;3085
286;3079
287;3073
288;3067
289;3060
290;3054
291;3047
292;3041
293;3035
294;3028
295;3022
296;3016
297;3010
298;3004
299;2997
300;2991
301;2985
302;2982
303;2976
304;2970
305;2964
306;2959
307;2953
308;2947
309;2941
310;2936
311;2930
312;2924
313;2919
314;2915
315;2909
316;2904
317;2898
318;2894
319;2891
320;2887
321;2883
322;2879
323;2875
324;2871
325;2866
326;2863
327;2859
328;2854
329;2850
330;2845
331;2840
332;2835
333;2831
334;2826
335;2823
336;2819
337;2814
338;2809
339;2805
340;2800
341;2796
342;2792
343;2787
344;2783
345;2780
346;2776
347;2772
348;2767
349;2764
350;2760
351;2757
352;2753
353;2748
354;2744
355;2739
356;2735
357;2732
358;2727
359;2724
360;2721
361;2717
362;2713
363;2711
364;2709
365;2704
366;2701
367;2698
368;2695
369;2691
370;2687
371;2684
372;2681
373;2678
374;2674
375;2670
376;2667
377;2664
378;2663
379;2660
380;2657
381;2654
382;2651
383;2648
384;2645
385;2642
386;2639
387;2636
388;2634
389;2631
390;2628
391;2625
392;2621
393;2618
394;2616
395;2613
396;2609
397;2607
398;2604
399;2602
400;2599
401;2596
402;2594
403;2591
404;2589
405;2585
406;2582
407;2580
408;2576
409;2574
410;2570
411;2567
412;2565
413;2562
414;2560
415;2556
416;2554
417;2551
418;2548
419;2545
420;2543
421;2541
422;2538
423;2535
424;2533
425;2531
426;2528
427;2526
428;2524
429;2522
430;2520
431;2517
432;2515
433;2513
434;2511
435;2509
436;2507
437;2505
438;2502
439;2500
440;2498
441;2496
442;2494
443;2492
444;2490
445;2488
446;2486
447;2484
448;2482
449;2480
450;2477
451;2474
452;2472
453;2469
454;2466
455;2465
456;2463
457;2461
458;2459
459;2457
460;2455
461;2453
462;2451
463;2449
464;2447
465;2445
466;2444
467;2442
468;2440
469;2438
470;2436
471;2434
472;2433
473;2431
474;2429
475;2427
476;2425
477;2424
478;2422
479;2420
480;2418
481;2418
482;2416
483;2414
484;2412
485;2411
486;2409
487;2407
488;2406
489;2404
490;2403
491;2401
492;2400
493;2398
494;2397
495;2395
496;2394
497;2392
498;2391
499;2389
500;2387
501;2386
502;2384
503;2383
504;2382
505;2380
506;2378
507;2377
508;2375
509;2374
510;2372
511;2371
512;2369
513;2368
514;2366
515;2365
516;2363
517;2361
518;2361
519;2360
520;2358
521;2358
522;2356
523;2355
524;2353
525;2352
526;2350
527;2349
528;2348
529;2347
530;2345
531;2344
532;2343
533;2342
534;2340
535;2339
536;2337
537;2336
538;2335
539;2333
540;2332
541;2331
542;2330
543;2329
544;2328
545;2328
546;2327
547;2326
548;2324
549;2324
550;2322
551;2321
552;2320
553;2319
554;2319
555;2317
556;2316
557;2315
558;2314
559;2313
560;2312
561;2311
562;2310
563;2334
564;2333
565;2333
566;2357
567;2355
568;2354
569;2353
570;2352
571;2351
572;2349
573;2348
574;2346
575;2347
576;2346
577;2345
578;2344
579;2343
580;2343
581;2342
582;2341
583;2340
584;2339
585;2339
586;2338
587;2338
588;2337
589;2336
590;2334
591;2333
592;2332
593;2331
594;2331
595;2330
596;2329
597;2328
598;2328
599;2326
600;2325
601;2348
602;2346
603;2345
604;2367
605;2367
606;2366
607;2365
608;2365
609;2364
610;2363
611;2362
612;2361
613;2361
614;2360
615;2360
616;2361
617;2360
618;2360
